0.012298, 0.015823, 0.201215, 0.791050
0.014848, 0.114762, 0.201215, 0.791050
0.017398, -0.033647, 0.250968, 0.791050
0.019948, -0.033647, 0.300720, 0.743026
0.022498, 0.114762, 0.250968, 0.791050
0.025049, 0.015823, 0.201215, 0.791050
0.027599, 0.015823, 0.250968, 0.839074
0.030149, 0.015823, 0.201215, 0.839074
0.032699, 0.065293, 0.250968, 0.791050
0.035249, 0.015823, 0.300720, 0.839074
0.037799, 0.015823, 0.350473, 0.743026
0.040349, 0.015823, 0.300720, 0.791050
0.042899, 0.015823, 0.350473, 0.743026
0.045449, 0.015823, 0.250968, 0.839074
0.048000, -0.033647, 0.250968, 0.791050
0.050550, 0.015823, 0.300720, 0.839074
0.053100, -0.132587, 0.250968, 0.839074
0.055650, 0.015823, 0.201215, 0.743026
0.058200, -0.033647, 0.250968, 0.887098
0.060750, -0.033647, 0.201215, 0.743026
0.063300, -0.033647, 0.250968, 0.791050
0.065850, 0.114762, 0.201215, 0.839074
0.068400, 0.015823, 0.250968, 0.791050
0.070951, 0.015823, 0.201215, 0.743026
0.073501, -0.033647, 0.350473, 0.743026
0.076051, -0.083117, 0.250968, 0.791050
0.078601, -0.033647, 0.300720, 0.887098
0.081151, 0.065293, 0.250968, 0.791050
0.083701, -0.033647, 0.250968, 0.791050
0.086251, 0.015823, 0.250968, 0.791050
0.088801, -0.033647, 0.250968, 0.743026
0.091351, 0.114762, 0.350473, 0.887098
0.093902, -0.033647, 0.250968, 0.791050
0.096452, 0.015823, 0.201215, 0.839074
0.099002, 0.015823, 0.250968, 0.791050
0.101552, 0.015823, 0.250968, 0.791050
0.104102, 0.065293, 0.151462, 0.791050
0.106652, 0.015823, 0.300720, 0.839074
0.109202, 0.015823, 0.201215, 0.839074
0.111752, 0.065293, 0.201215, 0.887098
0.114302, 0.015823, 0.201215, 0.935121
0.116853, -0.033647, 0.300720, 0.839074
0.119403, -0.033647, 0.250968, 0.791050
0.121953, 0.065293, 0.300720, 0.743026
0.124503, 0.065293, 0.250968, 0.743026
0.127053, 0.065293, 0.201215, 0.743026
0.129603, 0.015823, 0.250968, 0.839074
0.132153, 0.015823, 0.201215, 0.839074
0.134703, 0.065293, 0.201215, 0.839074
0.137253, 0.065293, 0.250968, 0.791050
0.139804, 0.015823, 0.250968, 0.743026
0.142354, 0.114762, 0.201215, 0.839074
0.144904, 0.015823, 0.201215, 0.791050
0.147454, 0.015823, 0.201215, 0.743026
0.150004, 0.015823, 0.250968, 0.887098
0.152554, -0.033647, 0.201215, 0.791050
0.155104, 0.065293, 0.201215, 0.839074
0.157654, 0.065293, 0.250968, 0.839074
0.160205, -0.033647, 0.300720, 0.791050
0.162755, -0.033647, 0.300720, 0.887098
0.165305, 0.015823, 0.250968, 0.839074
0.167855, 0.114762, 0.300720, 0.839074
0.170405, 0.114762, 0.201215, 0.839074
0.172955, 0.065293, 0.300720, 0.887098
0.175505, 0.015823, 0.300720, 0.839074
0.178055, 0.015823, 0.300720, 0.791050
0.180605, 0.114762, 0.250968, 0.887098
0.183156, 0.015823, 0.250968, 0.791050
0.185706, -0.083117, 0.400226, 0.839074
0.188256, 0.065293, 0.300720, 0.743026
0.190806, 0.015823, 0.201215, 0.743026
0.193356, 0.114762, 0.250968, 0.887098
0.195906, 0.164232, 0.201215, 0.791050
0.198456, 0.015823, 0.300720, 0.839074
0.201006, -0.083117, 0.300720, 0.743026
0.203556, 0.065293, 0.250968, 0.791050
0.206107, 0.065293, 0.151462, 0.839074
0.208657, 0.015823, 0.350473, 0.791050
0.211207, 0.015823, 0.350473, 0.791050
0.213757, 0.015823, 0.250968, 0.887098
0.216307, 0.065293, 0.201215, 0.743026
0.218857, 0.015823, 0.201215, 0.791050
0.221407, 0.065293, 0.201215, 0.887098
0.223957, 0.114762, 0.201215, 0.839074
0.226507, 0.065293, 0.250968, 0.743026
0.229058, -0.132587, 0.350473, 0.791050
0.231608, -0.033647, 0.300720, 0.839074
0.234158, 0.114762, 0.201215, 0.839074
0.236708, 0.015823, 0.201215, 0.839074
0.239258, -0.033647, 0.300720, 0.839074
0.241808, -0.083117, 0.201215, 0.791050
0.244358, 0.114762, 0.300720, 0.935121
0.246908, 0.114762, 0.201215, 0.791050
0.249458, 0.015823, 0.201215, 0.695002
0.252009, -0.033647, 0.250968, 0.791050
0.254559, -0.033647, 0.300720, 0.791050
0.257109, 0.015823, 0.300720, 0.743026
0.259659, 0.065293, 0.250968, 0.887098
0.262209, 0.015823, 0.250968, 0.839074
0.264759, 0.015823, 0.201215, 0.791050
0.267309, 0.015823, 0.250968, 0.887098
0.269859, 0.015823, 0.201215, 0.839074
0.272409, -0.033647, 0.250968, 0.791050
0.274960, 0.164232, 0.201215, 0.839074
0.277510, 0.015823, 0.250968, 0.791050
0.280060, 0.065293, 0.201215, 0.791050
0.282610, -0.033647, 0.250968, 0.791050
0.285160, 0.114762, 0.201215, 0.839074
0.287710, 0.114762, 0.201215, 0.791050
0.290260, 0.015823, 0.250968, 0.743026
0.292810, 0.015823, 0.201215, 0.743026
0.295360, 0.065293, 0.201215, 0.791050
0.297911, -0.033647, 0.250968, 0.743026
0.300461, 0.015823, 0.151462, 0.839074
0.303011, 0.065293, 0.250968, 0.839074
0.305561, 0.015823, 0.250968, 0.791050
0.308111, 0.015823, 0.250968, 0.791050
0.310661, 0.015823, 0.250968, 0.839074
0.313211, 0.015823, 0.250968, 0.791050
0.315761, 0.015823, 0.201215, 0.887098
0.318311, 0.015823, 0.350473, 0.839074
0.320862, 0.114762, 0.400226, 0.839074
0.323412, 0.015823, 0.151462, 0.791050
0.325962, 0.065293, 0.250968, 0.839074
0.328512, 0.114762, 0.151462, 0.791050
0.331062, 0.015823, 0.201215, 0.743026
0.333612, 0.065293, 0.201215, 0.791050
0.336162, 0.015823, 0.151462, 0.935121
0.338712, 0.015823, 0.201215, 0.695002
0.341262, 0.015823, 0.201215, 0.695002
0.343813, -0.083117, 0.201215, 0.839074
0.346363, 0.015823, 0.250968, 0.839074
0.348913, 0.164232, 0.201215, 0.839074
0.351463, 0.065293, 0.250968, 0.791050
0.354013, 0.015823, 0.201215, 0.791050
0.356563, 0.065293, 0.201215, 0.839074
0.359113, 0.065293, 0.201215, 0.791050
0.361663, 0.164232, 0.201215, 0.839074
0.364213, 0.015823, 0.250968, 0.887098
0.366764, 0.065293, 0.151462, 0.839074
0.369314, 0.015823, 0.300720, 0.743026
0.371864, 0.065293, 0.250968, 0.839074
0.374414, 0.015823, 0.250968, 0.743026
0.376964, 0.065293, 0.201215, 0.887098
0.379514, 0.015823, 0.250968, 0.887098
0.382064, 0.015823, 0.250968, 0.791050
0.384614, 0.015823, 0.250968, 0.791050
0.387164, 0.015823, 0.300720, 0.743026
0.389715, 0.065293, 0.201215, 0.839074
0.392265, 0.114762, 0.250968, 0.839074
0.394815, 0.015823, 0.300720, 0.743026
0.397365, 0.114762, 0.300720, 0.887098
