2515.108558, 0.164232, 0.648989, -1.466069
2515.111114, 0.065293, 0.648989, -1.610140
2515.113670, 0.164232, 0.648989, -1.610140
2515.116226, 0.213702, 0.549484, -1.514092
2515.118783, 0.164232, 0.499731, -1.514092
2515.121339, 0.065293, 0.499731, -1.562116
2515.123895, 0.065293, 0.449978, -1.562116
2515.126451, 0.065293, 0.400226, -1.562116
2515.129007, 0.065293, 0.300720, -1.562116
2515.131563, 0.015823, 0.250968, -1.514092
2515.134119, 0.015823, 0.201215, -1.418045
2515.136676, 0.114762, 0.300720, -1.466069
2515.139232, 0.065293, 0.250968, -1.418045
2515.141788, -0.083117, 0.250968, -1.370021
2515.144344, 0.015823, 0.250968, -1.321997
2515.146900, 0.164232, 0.350473, -1.273973
2515.149456, 0.164232, 0.300720, -1.129902
2515.152012, 0.164232, 0.400226, -1.033854
2515.154569, 0.114762, 0.499731, -1.081878
2515.157125, 0.164232, 0.499731, -0.937807
2515.159681, 0.065293, 0.599236, -0.985831
2515.162237, 0.213702, 0.648989, -0.937807
2515.164793, 0.114762, 0.549484, -0.889783
2515.167349, 0.164232, 0.400226, -0.793735
2515.169905, 0.015823, 0.300720, -1.033854
2515.172462, 0.015823, 0.201215, -0.985831
2515.175018, 0.065293, 0.250968, -0.985831
2515.177574, 0.015823, 0.101710, -0.985831
2515.180130, 0.114762, 0.101710, -1.033854
2515.182686, 0.114762, 0.101710, -1.033854
2515.185242, 0.065293, 0.101710, -0.937807
2515.187798, -0.083117, -0.097301, -1.081878
2515.190355, -0.033647, -0.147054, -0.985831
2515.192911, -0.132587, -0.147054, -1.081878
2515.195467, 0.015823, -0.196807, -1.033854
2515.198023, -0.033647, -0.147054, -0.937807
2515.200579, -0.083117, -0.147054, -0.745712
2515.203135, 0.015823, -0.147054, -0.841759
2515.205691, -0.033647, 0.002204, -0.793735
2515.208248, -0.083117, 0.051957, -0.841759
2515.210804, -0.083117, 0.151462, -0.745712
2515.213360, 0.065293, 0.201215, -0.697688
2515.215916, -0.083117, 0.002204, -0.793735
2515.218472, 0.114762, 0.051957, -0.889783
2515.221028, -0.132587, 0.151462, -0.745712
2515.223584, 0.065293, 0.201215, -0.553616
2515.226141, 0.015823, 0.201215, -0.601640
2515.228697, 0.065293, 0.250968, -0.697688
2515.231253, -0.083117, 0.250968, -0.697688
2515.233809, -0.033647, 0.250968, -0.601640
2515.236365, 0.065293, 0.201215, -0.601640
2515.238921, 0.263172, 0.250968, -0.649664
2515.241477, 0.015823, 0.300720, -0.745712
2515.244034, 0.015823, 0.201215, -0.745712
2515.246590, 0.015823, 0.300720, -0.697688
2515.249146, -0.083117, 0.350473, -0.745712
2515.251702, -0.083117, 0.300720, -0.745712
2515.254258, 0.015823, 0.250968, -0.745712
